importance,author,title,table_name,keywords,Left/Right,Name,Broadman Area,t,X(R),Y(A),Z(S),z-score,NV,p value,cluster size
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - SID",anticipation phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,R,Putamen,,,21,9,11,4.03,,,17
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - SID",anticipation phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,R,Insula,,,30,-34,21,3.96,,,9
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - SID",anticipation phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,L,Putamen/NAcc,,,-18,9,-3,3.77,,,9
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - SID",anticipation phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,R,Precuneus,7,,18,-62,34,3.67,,,5
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - SID",anticipation phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,R,Anterior cingulate,32,,12,25,26,3.32,,,6
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-1 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - MID",outcome phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,L/R,Middle occipital gyrus,18,,30,-85,-3,6.81,,,1010
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-1 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - MID",outcome phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,L,Parahippocampal gyrus,27,,-24,-27,-6,5.56,,,41
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-1 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - MID",outcome phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,L/R,Thalamusa,,,3,-35,5,5.31,,,187
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-1 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - MID",outcome phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,R,Parahippocampal gyrus,,,24,-24,-9,3.91,,,24
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-1 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - MID",outcome phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,L,Hippocampus,,,-33,-12,-15,3.84,,,7
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-1 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - MID",outcome phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,,Anterior cingulate,24,,0,38,9,3.81,,,8
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-2 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID",outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,L/R,Middle occipital gyrus/fusiform gyrus,18/37,,-27,-87,-1,inf,,,1678
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-2 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID",outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,R,Amygdala,,,18,-6,-12,inf,,,299
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-2 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID",outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,R,Medial frontal gyrus,11,,3,58,-13,6.42,,,50
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-2 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID",outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,L,Amygdala,,,-18,-4,-12,6.13,,,215
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-2 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID",outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,R,Superior temporal gyrus,38,,39,19,-24,5.28,,,20
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-2 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID",outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,L,Middle temporal gyrus,39,,-48,-63,25,4.85,,,59
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-2 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID",outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,L,Inferior frontal gyrus,47,,-39,31,-12,4.74,,,16
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-2 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID",outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,R,Inferior frontal gyrus,45/46,,45,30,10,4.43,,,29
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-2 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID",outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,L,Medial frontal gyrus,10,,-6,59,19,4.33,,,21
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-2 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID",outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,L,Superior temporal gyrus,38,,-36,5,-20,4.3,,,9
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-2 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID",outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,R,Cingulate gyrus/posterior cingulate,31,,3,-51,25,4.25,,,102
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-2 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID",outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,L,Middle temporal gyrus,21,,-56,-6,-12,3.89,,,12
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-2 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID",outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,R,Middle frontal gyrus,11,,36,34,-12,3.86,,,8
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-2 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID",outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,L,Anterior cingulate,24,,0,38,6,3.84,,,7
