importance,author,title,table_name,contrast,keywords,Name,Left/Right,Broadman Area,X(R),Y(A),Z(S),z-score,subjects,cluster size,p value,t,NV
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 2-4: fMRI results: ANOVA 2 - modeling effects over expectation phase - increasing reward uncertainty,risk > safe,fMRI; MNI; reward magnitude; reward value; monetary reward; anticipation phase; anova; decision making; performance-dependent; increasing reward uncertainty,lateral occipital cortex,L,,-34,-94,-4,,15,,,5.68,297.0
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 3-1: fMRI results: ANOVA 3 - modeling effects over outcome phase - modelling prediction error,expected reward > received reward,fMRI; MNI; reward magnitude; reward value; monetary reward; outcome phase; anova; decision making; performance-dependent; modelling prediction error,ventral striatum,L,,-10,10,-6,,15,,,6.56,3794.0
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 3-1: fMRI results: ANOVA 3 - modeling effects over outcome phase - modelling prediction error,expected reward > received reward,fMRI; MNI; reward magnitude; reward value; monetary reward; outcome phase; anova; decision making; performance-dependent; modelling prediction error,ventral striatum,R,,10,12,-2,,15,,,5.51,3794.0
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 3-1: fMRI results: ANOVA 3 - modeling effects over outcome phase - modelling prediction error,expected reward > received reward,fMRI; MNI; reward magnitude; reward value; monetary reward; outcome phase; anova; decision making; performance-dependent; modelling prediction error,medial prefrontal cortex,,,-8,36,-12,,15,,,5.62,2863.0
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 3-1: fMRI results: ANOVA 3 - modeling effects over outcome phase - modelling prediction error,expected reward > received reward,fMRI; MNI; reward magnitude; reward value; monetary reward; outcome phase; anova; decision making; performance-dependent; modelling prediction error,lateral occipital cortex,R,,32,-96,-2,,15,,,7.98,1575.0
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 3-1: fMRI results: ANOVA 3 - modeling effects over outcome phase - modelling prediction error,expected reward > received reward,fMRI; MNI; reward magnitude; reward value; monetary reward; outcome phase; anova; decision making; performance-dependent; modelling prediction error,lateral occipital cortex,L,,-32,-98,-2,,15,,,7.06,700.0
+,Croxson et al,Effort-Based Cost Benefit Valuation and the Human Brain,Table 3 - Regions activated by the reward contrast (increased signal to anticipation of higher reward),high reward > low reward,fMRI; reward magnitude; monetary reward; anticipation phase; MNI,Visual cortex,,,-26,-92,-18,4.42,19,,,,
+,Croxson et al,Effort-Based Cost Benefit Valuation and the Human Brain,Table 3 - Regions activated by the reward contrast (increased signal to anticipation of higher reward),high reward > low reward,fMRI; reward magnitude; monetary reward; anticipation phase; MNI,Cerebellum,,,26,-52,-40,3.83,19,,,,
+,Croxson et al,Effort-Based Cost Benefit Valuation and the Human Brain,Table 3 - Regions activated by the reward contrast (increased signal to anticipation of higher reward),high reward > low reward,fMRI; reward magnitude; monetary reward; anticipation phase; MNI,Right ventral striatum,,,10,16,-10,3.55,19,,,,
+,Croxson et al,Effort-Based Cost Benefit Valuation and the Human Brain,Table 3 - Regions activated by the reward contrast (increased signal to anticipation of higher reward),high reward > low reward,fMRI; reward magnitude; monetary reward; anticipation phase; MNI,Left ventral striatum,,,-16,16,-6,3.34,19,,,,
+,Croxson et al,Effort-Based Cost Benefit Valuation and the Human Brain,Table 3 - Regions activated by the reward contrast (increased signal to anticipation of higher reward),high reward > low reward,fMRI; reward magnitude; monetary reward; anticipation phase; MNI,Left intraparietal sulcus,,,-16,-76,46,3.45,19,,,,
+,Croxson et al,Effort-Based Cost Benefit Valuation and the Human Brain,Table 3 - Regions activated by the reward contrast (increased signal to anticipation of higher reward),high reward > low reward,fMRI; reward magnitude; monetary reward; anticipation phase; MNI,Right intraparietal sulcus,,,32,-76,20,3.4,19,,,,
+,Croxson et al,Effort-Based Cost Benefit Valuation and the Human Brain,Table 3 - Regions activated by the reward contrast (increased signal to anticipation of higher reward),high reward > low reward,fMRI; reward magnitude; monetary reward; anticipation phase; MNI,Left anterior insula/OFC,,,-32,20,-4,3.36,19,,,,
+,Croxson et al,Effort-Based Cost Benefit Valuation and the Human Brain,Table 3 - Regions activated by the reward contrast (increased signal to anticipation of higher reward),high reward > low reward,fMRI; reward magnitude; monetary reward; anticipation phase; MNI,Right anterior insula/OFC,,,26,24,0,3.11,19,,,,
+,Croxson et al,Effort-Based Cost Benefit Valuation and the Human Brain,Table 3 - Regions activated by the reward contrast (increased signal to anticipation of higher reward),high reward > low reward,fMRI; reward magnitude; monetary reward; anticipation phase; MNI,Left ACCd,,,-8,24,36,3.28,19,,,,
+,John O Doherty et al,Neural Responses during Anticipation of a Primary Taste Reward,Table 1-1 Regions Responding during Anticipation of Glucose and Salt Tastes,reward > no reward,fMRI; reward value;MNI; taste reward; anticipation phase,Dopaminergic midbrain,Left,,-12,-20,-22,3.45,8,,,,
+,John O Doherty et al,Neural Responses during Anticipation of a Primary Taste Reward,Table 1-1 Regions Responding during Anticipation of Glucose and Salt Tastes,reward > no reward,fMRI; reward value;MNI; taste reward; anticipation phase,Orbitofrontal cortexa,Right,,32,46,-6,3.77,8,,,,
+,John O Doherty et al,Neural Responses during Anticipation of a Primary Taste Reward,Table 1-1 Regions Responding during Anticipation of Glucose and Salt Tastes,reward > no reward,fMRI; reward value;MNI; taste reward; anticipation phase,Orbitofrontal cortex/lateral PFCb,Left,,-38,46,-4,2.49,8,,,,
+,John O Doherty et al,Neural Responses during Anticipation of a Primary Taste Reward,Table 1-1 Regions Responding during Anticipation of Glucose and Salt Tastes,reward > no reward,fMRI; reward value;MNI; taste reward; anticipation phase,Visual cortical areas,Right,,22,-80,-2,5.43,8,,,,
+,John O Doherty et al,Neural Responses during Anticipation of a Primary Taste Reward,Table 1-1 Regions Responding during Anticipation of Glucose and Salt Tastes,reward > no reward,fMRI; reward value;MNI; taste reward; anticipation phase,Visual cortical areas,Left,,-10,-90,0,6.54,8,,,,
+,John O Doherty et al,Neural Responses during Anticipation of a Primary Taste Reward,Table 1-2 Regions Responding during Anticipation of Glucose and Salt Tastes,expected reward > received reward,fMRI; reward value;MNI; taste reward; anticipation phase,Dopaminergic midbrain,Left,,-2,-22,-10,3.95,8,,,,
+,John O Doherty et al,Neural Responses during Anticipation of a Primary Taste Reward,Table 1-2 Regions Responding during Anticipation of Glucose and Salt Tastes,expected reward > received reward,fMRI; reward value;MNI; taste reward; anticipation phase,Hypothalamus,Right,,8,-6,-6,4.49,8,,,,
+,John O Doherty et al,Neural Responses during Anticipation of a Primary Taste Reward,Table 1-2 Regions Responding during Anticipation of Glucose and Salt Tastes,expected reward > received reward,fMRI; reward value;MNI; taste reward; anticipation phase,Striatum: nucleus accumbens,Right,,12,2,-2,3.8,8,,,,
+,John O Doherty et al,Neural Responses during Anticipation of a Primary Taste Reward,Table 1-2 Regions Responding during Anticipation of Glucose and Salt Tastes,expected reward > received reward,fMRI; reward value;MNI; taste reward; anticipation phase,Amygdala,Right,,28,-8,-14,3.94,8,,,,
+,John O Doherty et al,Neural Responses during Anticipation of a Primary Taste Reward,Table 1-2 Regions Responding during Anticipation of Glucose and Salt Tastes,expected reward > received reward,fMRI; reward value;MNI; taste reward; anticipation phase,Hippocampus,Right,,22,-14,-18,3.73,8,,,,
+,John O Doherty et al,Neural Responses during Anticipation of a Primary Taste Reward,Table 1-2 Regions Responding during Anticipation of Glucose and Salt Tastes,expected reward > received reward,fMRI; reward value;MNI; taste reward; anticipation phase,Hippocampus,Left,,-28,-24,-16,4.78,8,,,,
+,John O Doherty et al,Neural Responses during Anticipation of a Primary Taste Reward,Table 1-2 Regions Responding during Anticipation of Glucose and Salt Tastes,expected reward > received reward,fMRI; reward value;MNI; taste reward; anticipation phase,Orbitofrontal cortex,Right,,24,18,-16,3.5,8,,,,
+,John O Doherty et al,Neural Responses during Anticipation of a Primary Taste Reward,Table 1-2 Regions Responding during Anticipation of Glucose and Salt Tastes,expected reward > received reward,fMRI; reward value;MNI; taste reward; anticipation phase,Orbitofrontal cortex,Right,,10,44,-22,3.58,8,,,,
+,John O Doherty et al,Neural Responses during Anticipation of a Primary Taste Reward,Table 2-1 Regions Responding following Receipt of Glucose and Salt Tastes,reward > no reward,fMRI; reward value;MNI; taste reward; outcome phase,Frontal operculum,Right,,54,0,18,3.2,8,,,,
+,John O Doherty et al,Neural Responses during Anticipation of a Primary Taste Reward,Table 2-1 Regions Responding following Receipt of Glucose and Salt Tastes,reward > no reward,fMRI; reward value;MNI; taste reward; outcome phase,Orbitofrontal cortexa,Right,,42,46,-16,3.95,8,,,,
+,John O Doherty et al,Neural Responses during Anticipation of a Primary Taste Reward,Table 2-1 Regions Responding following Receipt of Glucose and Salt Tastes,reward > no reward,fMRI; reward value;MNI; taste reward; outcome phase,Frontal operculum,Right,,56,8,20,4.23,8,,,,
+,John O Doherty et al,Neural Responses during Anticipation of a Primary Taste Reward,Table 2-1 Regions Responding following Receipt of Glucose and Salt Tastes,reward > no reward,fMRI; reward value;MNI; taste reward; outcome phase,Orbitofrontal cortex,Right,,28,60,-12,3.45,8,,,,
+,John O Doherty et al,Neural Responses during Anticipation of a Primary Taste Reward,Table 2-2 Regions Responding following Receipt of Glucose and Salt Tastes,received reward > expected reward,fMRI; reward value;MNI; taste reward; outcome phase,Orbitofrontal cortex,Right,,28,56,-14,4.92,8,,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude,thalamus,Left,,-9,-15,1,,27,,,9.61,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude,thalamus,Right,,18,-8,9,,27,,,9.36,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude,substantia nigra,Left,,-9,-15,-12,,27,,,7.36,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude,substantia nigra,Right,,9,-24,-9,,27,,,8.5,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude,nucleus accumbens,Left,,-11,8,-5,,27,,,7.69,
