importance,author,title,table_name,contrast,keywords,Name,Left/Right,Broadman Area,X(R),Y(A),Z(S),z-score,subjects,cluster size,p value,t,NV,index_col,MNIX,MNIY,MNIZ,TALX,TALY,TALZ,significance
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - SID",expected reward > received reward,anticipation phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,precuneus,r,7,18,-62,34,3.67,28,5.0,,,,1014,20.839,-61.363,38.756,18.0,-62.0,34.0,0.00012127523428535768
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - SID",expected reward > received reward,anticipation phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,anterior cingulate,r,32,12,25,26,3.32,28,6.0,,,,1015,14.017,29.907,22.258,12.0,25.0,26.0,0.0004500872405921175
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-1 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - MID",received reward > expected reward,outcome phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,middle occipital gyrus,l/r,18,30,-85,-3,6.81,28,1010.0,,,,1016,33.448,-88.776,-0.352,30.0,-85.0,-3.0,4.879937281169316e-12
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-1 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - MID",received reward > expected reward,outcome phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,parahippocampal gyrus,l,27,-24,-27,-6,5.56,28,41.0,,,,1017,-24.511,-28.049,-8.125,-24.0,-27.0,-6.0,1.3488732515278408e-08
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-1 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - MID",received reward > expected reward,outcome phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,thalamusa,l/r,,3,-35,5,5.31,28,187.0,,,,1018,4.464,-35.393,4.425,3.0,-35.0,5.0,5.48126174809565e-08
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-1 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - MID",received reward > expected reward,outcome phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,parahippocampal gyrus,r,,24,-24,-9,3.91,28,24.0,,,,1019,26.745,-24.827,-12.33,24.0,-24.0,-9.0,4.614806055620875e-05
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-1 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - MID",received reward > expected reward,outcome phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,hippocampus,l,,-33,-12,-15,3.84,28,7.0,,,,1020,-34.262,-13.017,-19.311,-33.0,-12.0,-15.0,6.151715518325519e-05
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 2-1 - Brain regions activation during reward consumption in comparison to the ""no outcome"" condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - MID",received reward > expected reward,outcome phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,anterior cingulate,,24,0,38,9,3.81,28,8.0,,,,1021,1.002,42.121,2.425,0.0,38.0,9.0,6.948339587986502e-05
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,Table 2-2 - Brain regions activation during reward consumption in comparison to the no outcome condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID,received reward > expected reward,outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,middle occipital gyrus/fusiform gyrus,l/r,18/37,-27,-87,-1,10.0,28,1678.0,,,,1022,-27.438,-91.085,2.771,-27.0,-87.0,-1.0,7.61985302416047e-24
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,Table 2-2 - Brain regions activation during reward consumption in comparison to the no outcome condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID,received reward > expected reward,outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,amygdala,r,,18,-6,-12,10.0,28,299.0,,,,1023,20.238,-6.089,-17.172,18.0,-6.0,-12.0,7.61985302416047e-24
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,Table 2-2 - Brain regions activation during reward consumption in comparison to the no outcome condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID,received reward > expected reward,outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,medial frontal gyrus,r,11,3,58,-13,6.42,28,50.0,,,,1024,3.947,61.403,-23.76,3.0,58.0,-13.0,6.813717258273385e-11
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,Table 2-2 - Brain regions activation during reward consumption in comparison to the no outcome condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID,received reward > expected reward,outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,amygdala,l,,-18,-4,-12,6.13,28,215.0,,,,1025,-18.24,-4.205,-16.888,-18.0,-4.0,-12.0,4.3939536471467054e-10
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,Table 2-2 - Brain regions activation during reward consumption in comparison to the no outcome condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID,received reward > expected reward,outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,superior temporal gyrus,r,38,39,19,-24,5.28,28,20.0,,,,1026,42.48,19.453,-32.952,39.0,19.0,-24.0,6.459194325982485e-08
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,Table 2-2 - Brain regions activation during reward consumption in comparison to the no outcome condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID,received reward > expected reward,outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,middle temporal gyrus,l,39,-48,-63,25,4.85,28,59.0,,,,1027,-49.759,-63.614,29.719,-48.0,-63.0,25.0,6.173073720091974e-07
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,Table 2-2 - Brain regions activation during reward consumption in comparison to the no outcome condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID,received reward > expected reward,outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,inferior frontal gyrus,l,47,-39,31,-12,4.74,28,16.0,,,,1028,-40.819,32.67,-19.721,-39.0,31.0,-12.0,1.0685910945459321e-06
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,Table 2-2 - Brain regions activation during reward consumption in comparison to the no outcome condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID,received reward > expected reward,outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,inferior frontal gyrus,r,45/46,45,30,10,4.43,28,29.0,,,,1029,49.129,34.035,3.666,45.0,30.0,10.0,4.711654411897232e-06
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,Table 2-2 - Brain regions activation during reward consumption in comparison to the no outcome condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID,received reward > expected reward,outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,medial frontal gyrus,l,10,-6,59,19,4.33,28,21.0,,,,1030,-5.41,65.144,11.72,-6.0,59.0,19.0,7.455467091355119e-06
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,Table 2-2 - Brain regions activation during reward consumption in comparison to the no outcome condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID,received reward > expected reward,outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,superior temporal gyrus,l,38,-36,5,-20,4.3,28,9.0,,,,1031,-37.576,4.512,-26.318,-36.0,5.0,-20.0,8.539905470991794e-06
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,Table 2-2 - Brain regions activation during reward consumption in comparison to the no outcome condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID,received reward > expected reward,outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,cingulate gyrus/posterior cingulate,r,31,3,-51,25,4.25,28,102.0,,,,1032,4.692,-50.599,28.002,3.0,-51.0,25.0,1.0688525774934402e-05
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,Table 2-2 - Brain regions activation during reward consumption in comparison to the no outcome condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID,received reward > expected reward,outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,middle temporal gyrus,l,21,-56,-6,-12,3.89,28,12.0,,,,1033,-58.839,-6.563,-16.224,-56.0,-6.0,-12.0,5.012211099618835e-05
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,Table 2-2 - Brain regions activation during reward consumption in comparison to the no outcome condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID,received reward > expected reward,outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,middle frontal gyrus,r,11,36,34,-12,3.86,28,8.0,,,,1034,39.314,36.323,-20.948,36.0,34.0,-12.0,5.669351253425653e-05
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,Table 2-2 - Brain regions activation during reward consumption in comparison to the no outcome condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID,received reward > expected reward,outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,anterior cingulate,l,24,0,38,6,3.84,28,7.0,,,,1035,0.977,41.864,-0.899,0.0,38.0,6.0,6.151715518325519e-05
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,Table 2-2 - Brain regions activation during reward consumption in comparison to the no outcome condition inclusively masked with the (consumption_(hit outcome) > anticipation_(hit outcome)) contrast (uncorrected p = 0.001) - SID,received reward > expected reward,outcome phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,superior temporal gyrus,r,22,53,-9,-10,3.77,28,5.0,,,,1036,57.667,-8.866,-15.139,53.0,-9.0,-10.0,8.162377370268604e-05
