importance,author,title,table_name,contrast,keywords,Left/Right,Name,X(R),Y(A),Z(S),NV,t,subjects,Broadman Area,cluster size,z-score,p value
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Right,putamen,15.0,9,-3.0,,11.95,27,,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Left,globus pallidus,-15.0,-9,-7.0,,8.78,27,,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Right,globus pallidus,18.0,-12,1.0,,8.32,27,,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Left,orbitofrontal cortex,-30.0,20,-14.0,,7.58,27,47,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Right,orbitofrontal cortex,27.0,14,-16.0,,7.61,27,47,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Left,cingulate gyrus,-9.0,8,44.0,,9.92,27,24,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Right,cingulate gyrus,6.0,16,35.0,,9.77,27,32,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Left,insula,-50.0,-22,20.0,,7.04,27,13,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Right,insula,36.0,20,2.0,,9.69,27,13,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Left,cuneus,0.0,84,10.0,,9.53,27,17,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Left,lingual gyrus,-18.0,-97,-8.0,,7.69,27,17,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Right,lingual gyrus,18.0,-70,-12.0,,9.75,27,18,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Left,middle occipital gyrus,-27.0,-96,5.0,,7.54,27,18,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Right,middle occipital gyrus,30.0,-85,-1.0,,8.82,27,18,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Left,inferior occipital gyrus,-36.0,-82,-6.0,,7.67,27,18,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Left,precentral gyrus,-39.0,-15,57.0,,7.93,27,4,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Right,precentral gyrus,48.0,-1,41.0,,7.24,27,6,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Left,medial frontal gyrus,-9.0,-21,45.0,,6.82,27,6,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 1 - Locations and T values for the significant activations for the contrast monetary reward > visual cue,monetary reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Right,medial frontal gyrus,50.0,5,47.0,,7.52,27,6,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 2 - Locations and T values for the significant activations for the contrast monetary reward > verbal reward,monetary reward > social reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Left,thalamus,0.0,-5,9.0,,6.37,27,,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 2 - Locations and T values for the significant activations for the contrast monetary reward > verbal reward,monetary reward > social reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Right,thalamus (medial dorsal nucleus,6.0,-14,6.0,,7.46,27,,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 2 - Locations and T values for the significant activations for the contrast monetary reward > verbal reward,monetary reward > social reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Left,substantia nigra,-9.0,-18,-7.0,,6.42,27,,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 2 - Locations and T values for the significant activations for the contrast monetary reward > verbal reward,monetary reward > social reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Right,nucleus accumbens,12.0,8,-6.0,,6.82,27,,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 2 - Locations and T values for the significant activations for the contrast monetary reward > verbal reward,monetary reward > social reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Left,putamen,-18.0,8,-11.0,,7.08,27,,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 2 - Locations and T values for the significant activations for the contrast monetary reward > verbal reward,monetary reward > social reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Right,putamen,16.0,8,-3.0,,6.5,27,,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 2 - Locations and T values for the significant activations for the contrast monetary reward > verbal reward,monetary reward > social reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Left,orbitofrontal cortex,-24.0,17,-11.0,,6.87,27,47,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 2 - Locations and T values for the significant activations for the contrast monetary reward > verbal reward,monetary reward > social reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Left,cingulate gyrus,-3.0,2,39.0,,7.07,27,24,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 2 - Locations and T values for the significant activations for the contrast monetary reward > verbal reward,monetary reward > social reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Right,cingulate gyrus,3.0,-4,39.0,,7.83,27,24,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 2 - Locations and T values for the significant activations for the contrast monetary reward > verbal reward,monetary reward > social reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Right,insula,33.0,20,2.0,,7.25,27,13,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 2 - Locations and T values for the significant activations for the contrast monetary reward > verbal reward,monetary reward > social reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Right,lingual gyrus,15.0,-62,-17.0,,6.22,27,19,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 2 - Locations and T values for the significant activations for the contrast monetary reward > verbal reward,monetary reward > social reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude;,Right,precentral gyrus,50.0,2,44.0,,6.41,27,6,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 3 - Locations and T values for the significant activations for the contrast verbal reward > visual cue,social reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude; verbal reward,Left,thalamus,-9.0,-12,-2.0,,7.9,27,,,,
+,Kirscg et al,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system,Table 3 - Locations and T values for the significant activations for the contrast verbal reward > visual cue,social reward > no reward,fMRI; talairach; monetary reward; anticipation phase; reward magnitude; verbal reward,Right,thalamus,6.0,-3,0.0,,7.02,27,,,,
