importance,author,title,table_name,keywords,Left/Right,Name,Broadman Area,t,X(R),Y(A),Z(S),z-score,NV,p value,cluster size
+,Nieuwenhuis et al,Activity in human reward-sensitive brain areas is strongly context dependent,Table 1-2 -List of reward-sensitive brain areas revealed by contrasting the highest outcome and lowest outcome - Context dependent,fMRI; reward magnitude; reward value; outcome phase; decision making; monetary reward; high gain vs high loss; talairach(converted); gambling; context-dependent reward;positive reward,L,Medial frontal gyrus,,6.23,-6.061,4.477,57.917,,,0.0005,105
+,Nieuwenhuis et al,Activity in human reward-sensitive brain areas is strongly context dependent,Table 1-2 -List of reward-sensitive brain areas revealed by contrasting the highest outcome and lowest outcome - Context dependent,fMRI; reward magnitude; reward value; outcome phase; decision making; monetary reward; high gain vs high loss; talairach(converted); gambling; context-dependent reward;positive reward,L,Middle frontal gyrus,,5.13,-19.192,1.079,64.268,,,0.0005,60
+,Nieuwenhuis et al,Activity in human reward-sensitive brain areas is strongly context dependent,Table 1-2 -List of reward-sensitive brain areas revealed by contrasting the highest outcome and lowest outcome - Context dependent,fMRI; reward magnitude; reward value; outcome phase; decision making; monetary reward; high gain vs high loss; talairach(converted); gambling; context-dependent reward;positive reward,R,Cerebellum,,6.62,10.101,-58.174,-15.281,,,0.0005,296
+,Nieuwenhuis et al,Activity in human reward-sensitive brain areas is strongly context dependent,Table 1-2 -List of reward-sensitive brain areas revealed by contrasting the highest outcome and lowest outcome - Context dependent,fMRI; reward magnitude; reward value; outcome phase; decision making; monetary reward; high gain vs high loss; talairach(converted); gambling; context-dependent reward;positive reward,L,Cerebellum,,6.98,-38.384,-50.657,-45.838,,,0.0005,92
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,R,Caudate/NAcc,,,12.121,12.407,-0.475,6.24,,,218
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,L,Putamen/NAcc,,,-18.182,12.407,-0.475,5.36,,,104
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,L,Precuneus,7,,-12.121,-68.678,33.379,5.12,,,160
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,R,Precuneus,19,,30.303,-71.613,29.959,4.97,,,118
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,,Culmen/substantia nigra,,,0.0,-29.808,-2.914,4.97,,,191
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,L,Inferior frontal gyrus,9,,-59.596,9.06,26.598,4.47,,,80
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,R,Inferior frontal gyrus,9,,53.535,3.448,36.096,4.28,,,14
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,L,Inferior frontal gyrus,46,,-33.333,30.271,14.657,4.24,,,65
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,L,Cingulate gyrus,32,,-6.061,24.247,32.84,4.15,,,33
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,R,Precentral gyrus,44,,59.596,5.766,9.011,4.07,,,9
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,R,Inferior parietal lobule,40,,39.394,-39.283,44.725,4.05,,,10
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,L,Superior frontal gyrus,9,,-36.364,35.727,30.181,4.04,,,26
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,R,Middle frontal gyrus,10,,33.333,39.28,20.574,3.95,,,7
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,L,Precentral gyrus,6,,-50.505,0.514,32.677,3.92,,,14
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,L,Postcentral gyrus,2,,-36.364,-26.772,42.12,3.86,,,7
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,L,Inferior parietal lobule,40,,-50.505,-36.244,24.207,3.81,,,12
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,L,Insula,13,,-50.505,-20.594,20.68,3.77,,,17
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,R,Caudate,,,24.242,-39.179,20.788,3.6,,,5
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach(converted); performance-dependent,L,Insula,,,-45.455,9.267,0.489,3.53,,,5
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - SID",anticipation phase; social reward; SID; fMRI; reward magnitude; talairach(converted); performance-dependent,R,Inferior frontal gyrus,47,,33.333,32.897,2.824,4.4,,,6
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - SID",anticipation phase; social reward; SID; fMRI; reward magnitude; talairach(converted); performance-dependent,L,Cerebellum/culmen,,,0.0,-50.812,-18.432,4.11,,,27
